,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,xform_HUFL,xform_HULL,xform_MUFL,xform_MULL,xform_LUFL,xform_LULL,xform_OT
528,0.78917,1.30853,0.7859,0.73808,-0.42672,0.73075,-0.74726,0.10475,0.48236,0.27832,0.58088,-0.6826,0.003,-1.04192
529,0.33981,0.53919,0.47043,0.55327,-0.81362,0.296,-0.84698,-0.01674,0.48819,0.02476,0.69662,-0.83337,0.07716,-1.00286
530,0.36287,0.92386,0.5411,0.82996,-0.93184,0.48957,-0.73964,-0.00796,0.39083,0.08476,0.82525,-0.76202,0.06024,-1.06429
531,0.39745,0.63536,0.59909,0.64567,-0.69443,0.58478,-0.755,0.17199,0.45265,0.33665,0.50318,-0.8461,0.03073,-1.08304
532,0.43203,0.57124,0.52824,0.55327,-0.69443,1.02112,-0.73964,0.33319,0.44465,0.3463,0.73425,-0.62733,-0.0011,-1.06838
533,0.52424,0.76358,0.62482,0.59013,-0.51563,0.58478,-0.76263,0.30664,0.42242,0.30949,0.60266,-0.27649,0.11423,-1.13179
534,0.28218,0.05835,0.36733,-0.01827,-0.15902,0.48957,-0.78562,0.10794,0.22157,0.14303,0.56924,-0.19522,0.31407,-1.11381
535,0.67391,0.69947,0.57336,0.46139,0.31776,0.39278,-0.80099,-0.03414,0.35854,-0.25836,0.6612,-0.04542,0.28907,-0.91436
536,0.0403,0.63536,-0.15416,0.62699,0.19857,0.97193,-0.80862,-0.62055,0.28094,-0.87794,0.51886,-0.00952,0.29081,-0.82279
537,-1.34252,0.09041,-1.39048,0.05545,-0.24793,0.87514,-0.86234,-1.22119,0.42828,-1.26386,0.59548,-0.18465,0.39302,-0.84518
538,-2.29887,-0.10193,-2.35627,-0.33181,0.01977,0.87514,-0.80099,-1.83908,0.47648,-1.88151,0.61737,-0.0302,0.4204,-1.03754
539,-2.55245,0.12246,-2.68478,0.11047,0.25816,0.73075,-0.79325,-2.0065,0.50947,-2.07576,0.5059,-0.14094,0.34799,-1.06746
540,-3.382,-0.00576,-3.47028,-0.27678,-0.24793,0.82754,-0.83161,-2.26383,0.31066,-2.4001,0.50394,-0.3181,0.36459,-0.90321
541,-2.93265,0.53919,-3.11604,0.3503,0.28748,1.16551,-0.755,-2.31212,0.30548,-2.37649,0.45503,-0.42096,0.3208,-0.83246
542,-2.18378,-0.03782,-2.34341,0.07362,0.05006,1.16551,-0.78562,-1.84376,0.08263,-1.89128,0.32859,-0.41484,0.22727,-0.82309
543,-1.81493,-0.10193,-1.80253,-0.29495,-0.06914,1.16551,-0.755,-1.59779,-0.19348,-1.59851,0.13889,-0.36567,0.21877,-0.67101
544,-0.58195,-0.32584,-0.53413,-0.4429,0.28748,0.87514,-0.78562,-1.10698,-0.18699,-1.0128,-0.08921,-0.20858,0.15994,-0.71691
545,0.09776,-0.06987,-0.03837,-0.29495,0.88346,0.77835,-0.755,-0.58503,-0.48459,-0.7273,-0.41155,-0.07012,0.2361,-0.80642
546,0.09776,-0.22967,-0.0641,-0.29495,0.46627,0.73075,-0.76263,-0.28584,-0.6768,-0.43373,-0.37043,0.17001,0.07583,-0.81986
547,0.05183,-0.26173,0.0004,-0.33181,0.40667,0.48957,-0.82398,-0.32595,-0.72825,-0.38591,-0.47277,-0.0569,0.18467,-0.87238
548,-0.08649,-0.32584,-0.12209,-0.38735,0.28748,0.48957,-0.83161,-0.2404,-0.64898,-0.38645,-0.37144,-0.22926,0.04804,-0.89323
549,0.21302,0.0263,0.28362,-0.16621,-0.09942,0.48957,-0.90059,-0.36801,-0.52802,-0.32692,-0.25452,-0.38939,0.10555,-1.02317
550,0.17845,0.0263,0.29648,0.20287,-0.57523,0.296,-0.94658,-0.15958,-0.09005,-0.14115,0.14972,-0.45575,0.18767,-1.1035
551,0.36287,0.37891,0.56701,-0.12935,-0.72374,0.19921,-0.99256,0.03471,0.08941,0.14637,0.39544,-0.69769,0.11153,-0.86854
552,0.32829,0.76358,0.50903,0.77493,-0.78334,0.296,-1.03866,0.03915,0.28446,0.13035,0.72607,-0.69375,0.24084,-0.89969
553,0.6395,1.02003,0.73426,0.73808,-0.84293,0.296,-1.06928,0.11034,0.39025,0.14415,0.67213,-0.90726,0.16992,-1.18678
554,0.48966,0.53919,0.47678,0.46139,-0.60454,0.39278,-1.06928,0.25713,0.46097,0.10333,0.68806,-0.78509,0.05126,-1.17769
555,0.73154,0.79564,0.7859,0.71939,-0.24793,0.44039,-1.0999,0.11817,0.38239,0.0916,0.81544,-0.8591,0.23856,-0.97843
556,0.58187,0.92386,0.76017,0.70122,-0.24793,0.39278,-1.09228,0.13464,0.37133,0.29219,0.66016,-0.67342,0.15563,-0.95195
557,0.74307,0.69947,0.65073,0.49825,0.05006,0.44039,-1.15363,0.22845,0.33432,0.28298,0.66706,-0.44772,0.25569,-1.04811
558,0.78917,0.95591,0.74078,0.77493,0.79357,0.77835,-1.17662,0.21319,0.35894,0.05647,0.43248,-0.10712,0.22034,-1.02787
559,0.98512,0.95591,0.94681,0.77493,0.22788,0.3436,-1.17662,-0.06705,0.23238,-0.20301,0.55536,0.10152,0.27409,-1.01876
560,0.31676,0.95591,0.36081,0.8855,0.05006,0.53717,-1.14589,-0.5591,0.24459,-0.7678,0.52675,0.09592,0.32538,-0.9597
561,-0.53585,-0.00576,-0.56639,0.05545,0.22788,0.68156,-1.1229,-1.31345,0.43031,-1.39705,0.53465,-0.11053,0.42381,-1.00998
562,-0.76637,0.15452,-0.80448,0.01859,0.43696,0.87514,-1.11527,-1.81129,0.40036,-1.95323,0.85117,0.07578,0.2876,-1.06197
563,-0.29396,-0.16604,-0.42469,-0.03695,0.55518,0.73075,-1.10764,-2.08244,0.37466,-2.15935,0.66591,-0.04232,0.29883,-0.89062
564,-0.46686,-0.19762,-0.53413,-0.33181,0.25816,0.44039,-1.11527,-2.24822,0.06873,-2.3052,0.46012,-0.36482,0.25818,-0.75157
565,-0.3977,-0.32584,-0.4439,-0.40604,0.22788,0.87514,-1.11527,-2.20148,0.15843,-2.33919,0.6049,-0.55921,0.334,-0.90124
566,-0.7779,-0.16604,-0.71443,-0.29495,-0.27724,0.53717,-1.10764,-1.79433,0.18047,-2.02828,0.4164,-0.43443,0.24687,-0.8163
567,-0.31702,0.25069,-0.2636,-0.22124,-0.06914,0.87514,-1.11527,-1.45412,-0.23466,-1.56942,0.18499,-0.51073,0.30481,-0.94142
568,-0.05191,-0.22967,-0.1027,-0.35049,0.22788,0.53717,-1.13064,-0.96577,-0.25889,-1.25687,-0.18228,-0.18524,0.23006,-0.81723
569,0.17845,-0.10193,0.06473,-0.23992,0.85317,0.63396,-1.10764,-0.65764,-0.50612,-0.9688,-0.32073,-0.03191,0.32038,-0.83705
570,0.07471,-0.16604,0.10333,0.01859,0.25816,0.24681,-1.11527,-0.20899,-0.52163,-0.40686,-0.53066,0.11795,-0.02996,-0.91024
571,0.15539,0.05835,0.14192,-0.05512,0.25816,0.3436,-1.13064,-0.32797,-0.56867,-0.41495,-0.4864,-0.08947,0.1358,-0.86346
572,0.12081,-0.10193,0.05821,-0.11067,0.67437,0.44039,-1.10764,-0.29969,-0.47652,-0.36628,-0.44899,-0.10705,0.14417,-0.91064
573,-0.21328,-0.26173,-0.10922,-0.35049,-0.33684,0.3436,-1.14589,-0.39933,-0.61101,-0.20251,-0.30452,-0.26855,0.14855,-1.04201
574,-0.16717,-0.10193,-0.0641,-0.23992,-0.63483,0.19921,-1.10764,-0.27658,-0.16753,-0.09658,0.04416,-0.43646,0.26052,-1.01757
575,0.32829,0.57124,0.41879,0.40585,0.01977,0.53717,-1.14589,0.01656,0.12449,-0.06388,0.503,-0.56164,0.17456,-0.88384
576,0.47813,0.85975,0.56701,0.62699,-0.18833,0.73075,-1.13064,0.04853,0.26045,0.27951,0.66158,-0.58434,0.11758,-1.1162
577,0.38592,0.63536,0.39306,0.55327,-0.30753,0.53717,-1.16888,0.00299,0.39851,0.10552,0.63038,-0.73166,0.19824,-1.14741
578,0.38592,0.8918,0.53476,1.01476,-0.45604,0.39278,-1.13826,-0.01504,0.54556,0.16239,0.69416,-0.92387,0.18824,-1.09421
579,0.15539,0.34685,0.25136,0.36899,-0.36713,0.68156,-1.15363,0.12041,0.32647,0.21957,0.63516,-0.74213,0.11927,-1.0557
580,0.25913,0.6033,0.33508,0.23973,-0.27724,0.73075,-1.13826,0.19207,0.39701,0.21326,0.57433,-0.59055,-0.0092,-1.02127
581,0.39745,0.53919,0.40593,0.3503,0.07937,1.11632,-1.09228,0.23286,0.25201,0.32015,0.6079,-0.39953,0.25294,-1.05615
582,0.38592,0.50713,0.47678,0.11047,-0.00954,0.53717,-1.11527,0.17273,0.30237,0.18961,0.59029,-0.12703,0.2074,-1.07296
583,0.31676,0.37891,0.25789,0.0923,0.52587,0.82754,-1.10764,-0.0688,0.431,-0.29436,0.4962,0.15144,0.2374,-1.07789
584,0.13234,0.18658,0.07759,0.05545,0.19857,0.77835,-1.26097,-0.52192,0.32329,-0.76174,0.39388,-0.14572,0.23997,-0.93032
585,-0.20175,0.12246,-0.18641,0.05545,0.10966,0.77835,-1.06928,-1.24661,0.32383,-1.32852,0.60769,0.01094,0.41029,-1.02133
586,0.10929,0.21863,0.12271,0.31345,0.22788,0.68156,-1.00793,-1.78428,0.42488,-1.98141,0.58156,0.00472,0.3229,-1.10081
587,-0.01733,0.15452,-0.05124,0.36899,0.37736,0.48957,-1.03866,-2.08376,0.42814,-2.36518,0.58317,-0.22582,0.33412,-1.07109
588,-0.89316,-0.3579,-0.91393,-0.35049,-0.36713,0.296,-1.23024,-2.32714,0.28189,-2.38787,0.40853,-0.30284,0.2425,-0.89968
589,-0.45533,-0.03782,-0.43755,-0.01827,-0.21764,0.58478,-1.0233,-2.35215,0.14374,-2.36723,0.63027,-0.4169,0.42259,-1.03737
590,-0.78943,0.0263,-0.75954,-0.07381,-0.15902,0.73075,-1.10764,-1.93253,-0.04648,-2.11555,0.30121,-0.40867,0.29101,-0.73759
591,-0.20175,0.18658,-0.2058,-0.11067,-0.21764,0.53717,-1.03866,-1.64486,-0.16072,-1.83665,0.14436,-0.39768,0.34462,-0.82912
592,0.06335,-0.26173,0.05186,-0.29495,0.13897,0.3436,-1.09228,-1.04948,-0.31698,-1.24509,-0.04816,-0.25007,0.29318,-0.74077
593,0.12081,-0.48612,0.039,-0.49792,0.58547,0.296,-1.21498,-0.65196,-0.64419,-0.74043,-0.26372,0.06883,0.07631,-0.90431
594,0.08623,-0.51817,-0.02551,-0.51661,0.52587,0.19921,-1.18425,-0.40752,-0.75565,-0.3969,-0.39782,0.23934,0.01333,-0.80219
595,-0.06344,-0.55023,-0.07697,-0.49792,0.10966,0.10242,-1.16888,-0.42719,-0.75885,-0.43138,-0.41188,0.22023,0.13257,-0.98751
596,-0.20175,-0.71051,-0.16702,-0.66404,-0.06914,0.24681,-1.03866,-0.23314,-0.63286,-0.39241,-0.60588,-0.01796,0.1772,-0.90387
597,-0.20175,-0.80668,-0.16068,-0.84832,-0.18833,0.296,-1.13826,-0.26125,-0.56469,-0.38322,-0.24868,-0.32436,0.14891,-1.18726
598,0.16692,0.12246,0.20643,-1e-04,-0.33684,0.3436,-1.62124,-0.15103,-0.09815,-0.1925,0.07995,-0.59287,0.18006,-0.90133
599,0.43203,0.37891,0.57336,0.5351,-0.57523,0.296,-1.76683,0.06503,-0.04973,-0.23114,0.44628,-0.43971,0.11093,-1.00738
600,0.39745,0.3148,0.4833,0.62699,-0.69443,0.296,-1.86654,0.16679,0.35563,0.29093,0.63046,-0.66357,0.10497,-1.13985
601,0.66238,1.02003,0.83102,0.95922,-0.78334,0.24681,-1.86654,-0.09562,0.43052,0.09968,0.71038,-0.83306,0.23481,-1.1644
602,0.29371,0.73152,0.53476,0.73808,-0.69443,0.296,-1.61361,0.02046,0.33769,0.20366,0.69717,-0.91838,0.13315,-1.12201
603,0.48966,0.66741,0.72792,0.77493,-0.72374,0.3436,-1.64423,0.19705,0.48835,0.12362,0.71218,-0.86266,0.11327,-1.09752
604,0.2476,0.37891,0.39959,0.31345,-0.60454,0.3436,-1.59824,0.15428,0.51921,0.19869,0.6527,-0.68988,0.14363,-1.27723
605,0.39745,0.21863,0.44452,0.05545,-0.15902,0.53717,-1.59061,0.20653,0.38051,0.20055,0.73946,-0.37772,0.0556,-1.05934
606,0.57034,0.37891,0.65073,0.31345,-0.09942,0.39278,-1.58288,0.1393,0.3629,0.14142,0.48822,-0.11473,0.1761,-1.172
607,0.91596,0.47508,0.79877,0.47956,0.58547,0.58478,-1.52153,-0.07965,0.34818,-0.36153,0.52291,0.00113,0.38873,-1.17172
608,0.4205,0.47508,0.32874,0.05545,0.79357,1.16551,-1.55226,-0.59926,0.2595,-0.82036,0.66648,-0.05707,0.44329,-1.07506
609,-0.25939,0.3148,-0.30238,-0.03695,0.19857,0.77835,-1.5139,-1.07308,0.39416,-1.53041,0.43447,-0.00107,0.43963,-1.14752
610,-1.26184,0.12246,-1.31963,0.01859,0.01977,0.68156,-1.5139,-1.93817,0.5162,-2.00519,0.64547,0.0144,0.35231,-1.06013
611,-1.67661,-0.06987,-1.75107,-0.07381,0.25816,0.48957,-1.4909,-2.10538,0.44452,-2.0288,0.50996,-0.16057,0.15701,-0.85453
612,-1.50389,-0.61434,-1.52565,-0.49792,-0.39644,0.3436,-1.40656,-2.34562,0.27441,-2.36656,0.42976,-0.42116,0.20036,-0.80174
613,-2.21836,-0.10193,-2.22762,-0.16621,-0.24793,0.58478,-1.3682,-2.2331,0.15664,-2.25508,0.50477,-0.34321,0.36414,-0.96751
614,-2.02241,-0.19762,-2.10513,-0.36866,-0.39644,0.58478,-1.3452,-1.90705,0.10914,-2.00117,0.36867,-0.4831,0.18747,-0.75668
615,-1.65356,0.05835,-1.81539,-0.20307,0.07937,0.87514,-1.37594,-1.60868,-0.07867,-1.69272,0.24679,-0.43528,0.19694,-0.7771
616,-0.61653,-0.38995,-0.66297,-0.47975,0.28748,0.82754,-1.38356,-1.18989,-0.37508,-1.09519,-0.02014,-0.26995,0.31339,-0.6649
617,0.12081,-0.6464,0.01961,-0.70089,0.67437,0.3436,-1.39893,-0.76838,-0.45025,-0.77535,-0.34229,-0.05245,0.06171,-0.81162
618,0.16692,-0.67845,0.07759,-0.68272,0.64506,0.296,-1.38356,-0.35871,-0.67996,-0.43423,-0.45497,0.03948,0.2007,-0.95536
619,0.05183,-0.71051,0.01327,-0.53478,0.73397,0.39278,-1.46028,-0.4682,-0.54961,-0.515,-0.51166,-0.08313,0.05512,-0.85929
620,-0.05191,-0.67845,-0.07044,-0.68272,0.49656,0.58478,-1.50627,-0.42298,-0.64142,-0.45307,-0.54261,-0.18219,0.34171,-1.05569
621,-0.10954,-0.3579,-0.16702,-0.75644,0.46627,0.82754,-1.59061,-0.21584,-0.45276,-0.21599,-0.28965,-0.34792,-0.0599,-0.90313
622,-0.15565,-0.38995,-0.12209,-0.22124,0.55518,0.73075,-1.62124,-0.17193,-0.20003,-0.207,-0.02505,-0.48408,0.33931,-1.02843
623,0.06335,0.25069,0.14192,0.23973,0.05006,0.63396,-1.54452,0.04887,0.24353,-0.09084,0.39982,-0.52585,0.03339,-1.09845
624,0.25913,0.6033,0.28362,0.36899,-0.36713,0.3436,-1.56751,-0.01719,0.3397,0.04856,0.55242,-0.60213,0.16406,-0.89944
625,0.14387,0.37891,0.27728,0.38716,-0.42672,0.39278,-1.56751,-0.07127,0.54139,-0.03267,0.64969,-0.89846,0.04368,-1.09209
626,0.08623,0.44302,0.01961,0.27659,-0.09942,0.73075,-1.50627,0.03466,0.40493,0.18806,0.69475,-0.84007,0.01035,-0.8996
627,-0.04038,0.50713,0.01327,0.01859,-0.06914,0.73075,-1.55226,0.15472,0.50534,0.07843,0.61448,-0.8931,0.05561,-1.01788
628,0.00572,0.76358,0.07759,0.31345,-0.15902,0.73075,-1.5139,0.18647,0.34619,0.25019,0.76576,-0.59922,0.18606,-1.20373
629,0.13234,0.85975,0.26423,0.5351,-0.30753,0.73075,-1.5139,0.18279,0.31436,0.28481,0.52295,-0.23135,0.27069,-1.08738
630,0.29371,0.34685,0.32874,0.51642,0.28748,0.44039,-1.55988,0.19825,0.33415,0.18541,0.52309,-0.2447,0.29671,-1.12705
631,0.72001,0.6033,0.71505,0.55327,0.55518,0.58478,-1.55226,-0.12786,0.26559,-0.23862,0.46816,-0.06048,0.31189,-0.94574
632,0.23608,0.98797,0.16131,0.57196,0.94208,1.02112,-1.54452,-0.56741,0.22627,-0.68144,0.45579,-0.12689,0.27476,-0.95606
633,-0.43228,0.73152,-0.59846,0.18471,0.97236,1.02112,-1.54452,-1.32831,0.21823,-1.52793,0.63194,0.10085,0.41879,-0.8845
634,-1.50389,0.69947,-1.80905,0.42453,0.67437,0.97193,-1.55988,-1.74712,0.4885,-1.97508,0.48441,-0.05199,0.30713,-0.84994
635,-0.53585,0.34685,-0.79162,0.46139,1.18047,1.40669,-1.52153,-2.03894,0.34927,-2.19421,0.60375,-0.06232,0.40882,-0.97869
636,-1.65356,-0.19762,-1.91849,-0.23992,0.13897,0.87514,-1.48328,-2.12194,0.26898,-2.33733,0.49245,-0.22777,0.02054,-0.96275
637,-1.83798,0.34685,-1.94422,0.20287,-0.12873,0.77835,-1.45254,-2.19993,0.25204,-2.50554,0.64228,-0.54274,0.24696,-0.85661
638,-0.91622,0.18658,-0.83039,0.3503,-0.60454,0.82754,-1.50627,-1.95025,0.20305,-1.96748,0.44798,-0.45457,0.27298,-0.85972
639,-0.69722,0.0263,-0.67583,0.07362,-0.48632,0.53717,-1.4909,-1.44224,-0.03715,-1.70613,0.11155,-0.49043,0.12422,-0.74423
640,-0.20175,0.25069,-0.23153,0.01859,-0.03983,0.39278,-1.45254,-0.9926,-0.29912,-1.2262,-0.17733,-0.20659,0.14152,-0.7243
641,0.2476,-0.06987,0.16765,0.03676,0.67437,0.3436,-1.44492,-0.62714,-0.5706,-0.84926,-0.25899,-0.12082,0.06726,-0.88617
642,0.2476,0.05835,0.16131,0.05545,0.61478,0.10242,-1.45254,-0.383,-0.65751,-0.40288,-0.42323,0.06745,0.13002,-0.96674
643,0.16692,0.05835,0.06473,0.03676,0.55518,0.19921,-1.46028,-0.30547,-0.78304,-0.43467,-0.59208,0.21849,0.19075,-0.82474
644,0.05183,-0.06987,-0.04471,-0.03695,0.58547,0.44039,-1.44492,-0.21438,-0.64884,-0.30035,-0.62652,0.01056,0.06042,-0.78148
645,0.21302,0.21863,0.21929,-0.05512,0.55518,0.53717,-1.45254,-0.29882,-0.55601,-0.24687,-0.27589,-0.18999,0.1319,-0.91381
646,0.40897,0.79564,0.44452,0.38716,0.10966,0.73075,-1.42955,-0.2127,0.03833,-0.27682,0.06866,-0.36369,0.19723,-1.202
647,0.52424,1.18031,0.66993,0.7931,-0.27724,0.87514,-1.40656,-0.12118,0.05005,0.00438,0.37437,-0.47874,0.15281,-0.82881
648,0.73154,1.05208,0.8245,0.9779,-0.24793,0.77835,-1.45254,0.03522,0.45293,0.23003,0.7007,-0.71049,0.01864,-1.01214
649,0.6395,1.05208,0.79877,1.16219,-0.45604,0.58478,-1.46028,0.17672,0.45705,-0.03952,0.59385,-0.71078,0.08341,-1.08088
650,0.6395,1.37264,0.8245,1.06979,-0.24793,0.39278,-1.39893,-0.00662,0.43361,0.27121,0.68666,-0.87187,0.02221,-1.09842
651,0.6395,1.14825,0.77304,0.9779,-0.48632,0.44039,-1.46028,0.08679,0.42501,0.2795,0.69027,-0.70982,0.12235,-1.18303
652,0.45508,1.02003,0.57988,0.68253,-0.45604,0.48957,-1.53689,0.13612,0.37183,0.29212,0.50453,-0.53538,0.08173,-1.0732
653,0.5934,0.66741,0.53476,0.60882,-0.03983,0.73075,-1.55988,0.38148,0.50057,0.35998,0.54334,-0.53058,0.12857,-1.13164
654,0.60492,0.50713,0.61847,0.49825,0.46627,0.73075,-1.52926,0.07101,0.25493,0.08919,0.50557,-0.11029,0.14735,-0.91459
655,1.14649,1.30853,1.04339,0.81179,1.00168,0.53717,-1.58288,-0.11411,0.26826,-0.24236,0.51134,0.10015,0.36843,-1.02821
656,0.65086,1.24442,0.43166,0.86681,1.00168,1.11632,-1.49853,-0.58364,0.31633,-0.72547,0.43043,0.03547,0.26617,-1.11676
657,-0.46686,0.12246,-0.42469,0.25842,0.13897,0.58478,-1.42192,-1.38366,0.43968,-1.44745,0.78298,0.04989,0.29701,-1.01516
658,-1.03148,0.53919,-1.1908,0.20287,0.13897,0.58478,-1.45254,-1.7781,0.31731,-1.9978,0.49392,0.04355,0.26048,-0.9638
659,-0.84706,0.41097,-0.89472,0.29528,0.34707,0.68156,-1.33758,-2.20569,0.37237,-2.33804,0.57506,-0.18358,0.23198,-0.90866
660,-3.16318,0.05835,-3.28347,-0.03695,0.01977,0.82754,-1.25323,-2.3897,0.39709,-2.50479,0.53709,-0.33552,0.16525,-0.95572
661,-0.88164,0.3148,-0.86899,0.23973,-0.12873,0.82754,-1.27622,-2.25446,0.15073,-2.32118,0.40668,-0.35697,0.25185,-0.93221
662,-0.98538,0.12246,-0.9913,0.25842,-0.18833,0.82754,-1.23024,-1.97603,0.02808,-2.19562,0.40922,-0.45202,0.12159,-0.83222
663,-1.00843,0.50713,-1.06215,0.29528,-0.15902,0.82754,-1.29922,-1.55258,-0.16259,-1.78563,0.38103,-0.40978,0.2617,-0.95163
664,0.02877,0.05835,-0.10922,-0.01827,0.19857,1.21311,-1.27622,-0.85853,-0.29155,-1.23697,-0.00101,-0.47586,0.24926,-0.94513
665,0.17845,0.12246,0.00675,0.01859,1.06127,0.68156,-1.25323,-0.59345,-0.37208,-0.90494,-0.09244,-0.09017,0.1874,-0.94087
666,0.37439,0.25069,0.13558,-0.01827,1.32898,0.53717,-1.29922,-0.29916,-0.75713,-0.52028,-0.27832,0.02316,0.07062,-0.85161
667,0.29371,0.12246,0.09046,0.03676,1.24007,0.68156,-1.33758,-0.28757,-0.72955,-0.50691,-0.4702,-0.08925,0.18067,-0.87481
668,0.08623,0.41097,-0.04471,-0.05512,0.85317,0.92433,-1.35294,-0.18432,-0.72355,-0.43566,-0.47206,-0.17715,0.16015,-0.8917
669,0.30524,0.12246,0.24502,-0.11067,0.85317,0.87514,-1.30696,-0.31895,-0.50364,-0.45285,-0.24653,-0.33984,-0.02521,-0.85705
670,0.21302,0.25069,0.14192,0.03676,0.55518,1.21311,-1.32995,-0.20517,-0.13092,-0.03301,0.07914,-0.48852,0.04736,-0.98123
671,0.62797,0.98797,0.72792,0.77493,-0.42672,0.53717,-1.31458,-0.02096,0.07204,-0.0716,0.59029,-0.43763,0.10846,-1.13106
672,0.95054,1.30853,1.06277,1.56813,0.01977,0.73075,-1.33758,0.0303,0.34217,0.14148,0.70292,-0.4253,-0.03085,-1.01772
673,0.93901,1.853,1.11423,1.71556,-0.06914,0.82754,-1.32221,0.03186,0.43153,0.10326,0.6421,-0.73128,-0.08682,-1.14833
674,0.86986,1.37264,0.90169,1.10664,-0.21764,0.73075,-1.35294,-0.0416,0.50798,0.27063,0.6972,-0.72052,-0.07072,-1.01527
675,0.68543,1.21236,0.72792,1.21773,-0.21764,0.77835,-1.33758,0.20163,0.4432,0.21524,0.74309,-0.81158,-0.04175,-1.23397
676,0.60492,1.11619,0.63768,0.8855,-0.33684,0.58478,-1.37594,0.16976,0.39821,0.29645,0.69564,-0.72215,-0.08472,-1.17511
677,0.89291,1.66066,0.94046,1.38333,-0.30753,0.53717,-1.36057,0.14389,0.32466,0.20842,0.52434,-0.46031,0.10043,-1.00937
678,0.8468,0.82769,0.83736,0.73808,0.31776,0.68156,-1.37594,0.15411,0.27585,0.03465,0.37622,0.01319,0.05212,-0.96424
679,1.16954,1.66066,1.10789,1.38333,0.94208,0.87514,-1.41429,-0.01059,0.38307,-0.32689,0.62825,-0.08806,0.27891,-1.12552
680,0.16692,1.24442,-0.07697,0.73808,0.97236,1.35909,-1.39119,-0.55104,0.25285,-0.85082,0.5406,-0.05119,0.21215,-1.03753
681,-0.23633,0.76358,-0.31524,0.49825,0.64506,1.11632,-1.39893,-1.33807,0.39496,-1.54246,0.55383,-0.02041,0.3483,-0.9491
682,-0.46686,0.21863,-0.56639,0.12916,0.67437,1.06872,-1.39119,-1.67364,0.48757,-2.15872,0.5164,-0.00697,0.30349,-0.96592
683,-0.66264,0.25069,-0.80448,-1e-04,1.03196,1.02112,-1.39893,-2.12232,0.39398,-2.23446,0.57819,-0.09923,0.2492,-0.99381
684,-1.36557,-0.10193,-1.34536,-0.20307,-0.12873,0.77835,-1.3682,-2.27684,0.17162,-2.45087,0.5272,-0.45192,0.28261,-0.90436
685,-2.17225,0.25069,-2.29194,0.38716,-0.36713,0.48957,-1.33758,-2.20549,0.17154,-2.44061,0.52462,-0.6028,0.26596,-0.87544
686,-0.82401,0.09041,-0.76589,0.20287,-0.27724,0.73075,-1.35294,-1.84434,0.03238,-2.09853,0.37861,-0.59943,0.19684,-0.81411
687,-0.46686,0.37891,-0.52127,0.25842,-0.27724,0.48957,-1.35294,-1.70108,-0.21034,-1.81889,0.21327,-0.38964,0.31807,-0.73593
688,-0.05191,0.37891,-0.07044,0.16602,0.13897,0.48957,-1.32221,-1.0823,-0.40794,-1.0472,-0.03129,-0.09615,0.24385,-0.92056
689,0.25913,0.09041,0.10333,-0.07381,0.91277,0.48957,-1.31458,-0.65552,-0.53542,-0.87962,-0.33147,0.0718,0.25712,-0.97715
690,0.38592,0.28274,0.10985,0.03676,1.62697,0.92433,-1.32221,-0.32374,-0.66544,-0.51105,-0.50055,0.1333,0.05847,-0.91152
691,0.31676,0.21863,0.08394,0.03676,1.59766,1.16551,-1.30696,-0.34304,-0.87206,-0.53308,-0.54264,0.05762,0.05821,-0.96456
692,0.16692,0.3148,-0.02551,0.01859,0.88346,0.73075,-1.29159,-0.30973,-0.63659,-0.54714,-0.36711,-0.05709,0.11693,-1.11995
693,-0.06344,0.15452,-0.15416,-1e-04,0.55518,0.68156,-1.21498,-0.41931,-0.51646,-0.39569,-0.39211,-0.28384,0.12026,-1.09496
694,0.02877,0.15452,-0.08983,0.20287,0.25816,0.53717,-1.20724,-0.16724,-0.20065,-0.31231,0.01861,-0.47825,0.06452,-0.90475
695,0.13234,0.69947,0.23216,0.57196,0.01977,0.58478,-1.20724,0.16662,0.08036,0.03088,0.52269,-0.60652,0.07122,-1.15393
696,0.57034,0.85975,0.60561,0.77493,-0.09942,0.58478,-1.21498,0.05336,0.3881,0.2067,0.81068,-0.47914,-0.10469,-1.11081
697,0.47813,1.24442,0.50903,1.10664,-0.09942,0.58478,-1.25323,-0.02902,0.28504,0.11324,0.67909,-0.78716,0.16083,-0.99814
698,0.45508,1.02003,0.56701,1.05162,-0.27724,0.3436,-1.25323,-0.00562,0.38743,-0.00224,0.77559,-0.78804,0.05596,-0.92273
699,0.51271,1.18031,0.6442,1.27276,-0.39644,0.63396,-1.23024,0.03431,0.4471,0.32172,0.75832,-0.8273,0.12703,-1.25378
700,0.53576,1.08414,0.63768,0.7931,-0.27724,0.44039,-1.2456,0.25208,0.35827,0.37758,0.58437,-0.6262,-0.05619,-1.06588
701,0.4666,0.8918,0.46391,0.57196,0.13897,0.73075,-1.2686,0.42977,0.42901,0.29725,0.6412,-0.36816,-0.15539,-0.9853
702,0.40897,-0.00576,0.35447,0.25842,0.01977,0.10242,-1.28396,0.26263,0.2911,0.25143,0.41639,-0.04371,0.08199,-1.11532
703,0.44355,0.53919,0.31587,0.20287,0.58547,0.296,-1.29159,-0.14907,0.33636,-0.03221,0.56832,-0.00454,0.19491,-1.05514
704,-0.24786,0.76358,-0.27013,0.47956,0.37736,0.53717,-1.29922,-0.55394,0.43772,-0.85814,0.41782,-0.04476,0.27627,-0.98491
